nohup: ignoring input
 * Serving Flask app "app" (lazy loading)
 * Environment: production
   WARNING: Do not use the development server in a production environment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on http://0.0.0.0:5556/ (Press CTRL+C to quit)
172.17.0.1 - - [30/Dec/2018 13:16:23] "GET /categories HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:16:23] "GET /notes?pageNum=1&pageSize=15&categoryId=all HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:16:25] "GET /notes?pageNum=1&pageSize=15&categoryId=11 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:16:27] "GET /notes?pageNum=1&pageSize=15&categoryId=all HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:16:27] "GET /notes?pageNum=2&pageSize=15&categoryId=all HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:17:07] "GET /categories HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:17:07] "GET /notes?pageNum=1&pageSize=15&categoryId=all HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:17:09] "GET /notes?pageNum=1&pageSize=15&categoryId=1 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:17:11] "GET /notes?pageNum=1&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:17:12] "GET /notes?pageNum=2&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:17:12] "GET /notes?pageNum=3&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:17:12] "GET /notes?pageNum=4&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:17:22] "GET /classify/6129/7 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:17:40] "GET /notes?pageNum=1&pageSize=15&categoryId=1 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:17:40] "GET /notes?pageNum=2&pageSize=15&categoryId=1 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:17:42] "GET /notes?pageNum=1&pageSize=15&categoryId=3 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:17:45] "GET /categories HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:17:49] "POST /category/3 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:17:53] "GET /categories HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:17:53] "GET /notes?pageNum=1&pageSize=15&categoryId=3 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:17:56] "GET /categories HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:18:07] "POST /changeColor HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:18:17] "GET /categories HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:18:17] "GET /notes?pageNum=1&pageSize=15&categoryId=3 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:18:18] "GET /notes?pageNum=1&pageSize=15&categoryId=12 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:18:19] "GET /notes?pageNum=1&pageSize=15&categoryId=3 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:18:20] "GET /notes?pageNum=1&pageSize=15&categoryId=9 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:18:21] "GET /notes?pageNum=1&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:18:30] "GET /classify/6136/3 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:18:35] "GET /notes?pageNum=1&pageSize=15&categoryId=3 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:18:37] "GET /notes?pageNum=1&pageSize=15&categoryId=9 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:18:37] "GET /notes?pageNum=1&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:18:38] "GET /notes?pageNum=1&pageSize=15&categoryId=all HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:19:19] "GET /categories HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:19:19] "GET /notes?pageNum=1&pageSize=15&categoryId=all HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:19:34] "GET /categories HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:19:34] "GET /notes?pageNum=1&pageSize=15&categoryId=all HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:19:35] "GET /notes?pageNum=1&pageSize=15&categoryId=7 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:19:36] "GET /notes?pageNum=1&pageSize=15&categoryId=11 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:19:37] "GET /notes?pageNum=1&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:19:38] "GET /notes?pageNum=2&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:19:38] "GET /notes?pageNum=3&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:20:13] "OPTIONS /note/6355 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:20:13] "DELETE /note/6355 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:20:25] "GET /classify/6348/6 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:20:51] "GET /classify/6353/3 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:20:54] "OPTIONS /note/6354 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:20:54] "DELETE /note/6354 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:21:26] "GET /classify/6351/12 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:21:37] "GET /categories HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:21:39] "GET /categories HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:21:39] "GET /notes?pageNum=1&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:22:04] "GET /classify/6342/11 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:22:05] "GET /notes?pageNum=1&pageSize=15&categoryId=11 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:22:37] "POST /note HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:22:56] "POST /note/6494 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:23:03] "GET /notes?pageNum=1&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:23:04] "GET /notes?pageNum=2&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:23:04] "GET /notes?pageNum=3&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:23:13] "OPTIONS /note/6367 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:23:13] "DELETE /note/6367 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:23:18] "OPTIONS /note/6368 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:23:18] "DELETE /note/6368 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:23:26] "OPTIONS /note/6360 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:23:26] "DELETE /note/6360 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:23:42] "GET /classify/6359/6 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:23:43] "GET /notes?pageNum=1&pageSize=15&categoryId=6 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:23:43] "GET /notes?pageNum=2&pageSize=15&categoryId=6 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:23:44] "GET /notes?pageNum=3&pageSize=15&categoryId=6 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:24:24] "GET /notes?pageNum=1&pageSize=15&categoryId=11 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:24:26] "GET /notes?pageNum=1&pageSize=15&categoryId=12 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:24:30] "GET /notes?pageNum=1&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:24:32] "GET /notes?pageNum=2&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:24:32] "GET /notes?pageNum=3&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:24:32] "GET /notes?pageNum=4&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:24:32] "GET /notes?pageNum=5&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:24:41] "GET /classify/6329/3 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:24:48] "GET /notes?pageNum=1&pageSize=15&categoryId=9 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:24:49] "GET /notes?pageNum=2&pageSize=15&categoryId=9 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:24:50] "GET /notes?pageNum=1&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:25:03] "OPTIONS /note/6412 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:25:03] "DELETE /note/6412 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:25:10] "GET /notes?pageNum=2&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:25:10] "GET /notes?pageNum=3&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:25:14] "OPTIONS /note/6374 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:25:14] "DELETE /note/6374 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:25:22] "GET /classify/5889/3 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:25:27] "GET /classify/6330/3 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:25:39] "GET /classify/6373/12 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:25:43] "GET /classify/6305/3 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:25:54] "OPTIONS /note/6372 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:25:54] "DELETE /note/6372 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:25:59] "OPTIONS /note/6344 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:25:59] "DELETE /note/6344 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:26:08] "GET /classify/6364/9 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:26:15] "GET /classify/6404/12 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:26:44] "GET /classify/6357/11 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:26:53] "GET /classify/6121/3 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:26:57] "GET /classify/6138/11 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:27:12] "GET /classify/6358/6 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:27:16] "GET /classify/1211/3 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:27:28] "GET /classify/6347/6 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:27:35] "GET /classify/6349/6 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:27:40] "GET /classify/6190/6 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:27:40] "GET /notes?pageNum=1&pageSize=15&categoryId=6 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:27:41] "GET /notes?pageNum=2&pageSize=15&categoryId=6 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:27:41] "GET /notes?pageNum=3&pageSize=15&categoryId=6 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:27:41] "GET /notes?pageNum=4&pageSize=15&categoryId=6 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:27:43] "GET /notes?pageNum=1&pageSize=15&categoryId=5 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:27:44] "GET /notes?pageNum=1&pageSize=15&categoryId=10 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:27:46] "GET /notes?pageNum=1&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:27:47] "GET /notes?pageNum=2&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:27:47] "GET /notes?pageNum=3&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:27:50] "GET /notes?pageNum=4&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:27:50] "GET /notes?pageNum=5&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:27:50] "GET /notes?pageNum=6&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:27:50] "GET /notes?pageNum=7&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:27:51] "GET /notes?pageNum=8&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:27:51] "GET /notes?pageNum=9&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:28:00] "GET /classify/6109/3 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:28:06] "GET /categories HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:28:19] "GET /order/6/3 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:28:24] "GET /order/12/3 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:28:26] "GET /notes?pageNum=1&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:28:26] "GET /categories HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:28:29] "GET /categories HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:28:33] "POST /changeColor HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:28:34] "GET /categories HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:28:34] "GET /notes?pageNum=1&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:28:36] "GET /notes?pageNum=1&pageSize=15&categoryId=6 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:28:40] "GET /categories HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:28:42] "POST /changeColor HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:28:44] "GET /categories HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:28:44] "GET /notes?pageNum=1&pageSize=15&categoryId=6 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:28:54] "GET /classify/6065/6 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:29:01] "GET /classify/6070/6 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:29:06] "GET /classify/6163/12 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:29:07] "GET /notes?pageNum=1&pageSize=15&categoryId=12 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:29:09] "GET /notes?pageNum=1&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:29:18] "GET /classify/6370/7 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:29:34] "GET /classify/6378/12 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:29:39] "GET /classify/6327/12 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:29:42] "GET /categories HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:29:47] "GET /order/12/998 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:29:48] "GET /notes?pageNum=1&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:29:48] "GET /categories HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:29:49] "GET /order/12/998 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:29:50] "GET /notes?pageNum=1&pageSize=15&categoryId=7 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:29:51] "GET /notes?pageNum=1&pageSize=15&categoryId=12 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:29:51] "GET /notes?pageNum=1&pageSize=15&categoryId=7 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:29:54] "GET /notes?pageNum=1&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:29:54] "GET /notes?pageNum=2&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:29:54] "GET /notes?pageNum=3&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:30:09] "POST /note/6416 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:30:15] "GET /categories HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:30:15] "GET /notes?pageNum=1&pageSize=15&categoryId=all HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:30:17] "GET /notes?pageNum=1&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:30:19] "GET /notes?pageNum=2&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:30:19] "GET /notes?pageNum=3&pageSize=15&categoryId=0 HTTP/1.1" 200 -
172.17.0.1 - - [30/Dec/2018 13:30:28] "GET /classify/6416/7 HTTP/1.1" 200 -
172.17.0.1 - - [31/Dec/2018 02:16:50] "GET /categories HTTP/1.1" 200 -
172.17.0.1 - - [31/Dec/2018 02:16:50] "GET /notes?pageNum=1&pageSize=15&categoryId=all HTTP/1.1" 200 -
